bin	CHR	START	END	SRR089377	SRR054598	SRR053605	SRR054594	SRR089397	SRR054614	SRR089402	SRR053676	SRR053633	SRR053617	SRR054608	SRR053608	SRR054602	SRR089401	SRR053668	SRR054606	SRR054613	SRR053631	SRR054575	SRR053679	SRR054604	SRR053611	SRR053607	SRR053602	SRR054610
4425	chr16	86425976	86937305	2268	460	993	363	2241	2263	1490	309	2302	1323	1937	752	1516	1555	696	1236	2590	1765	927	266	414	1342	830	987	2288
4426	chr16	86937304	87445860	1870	453	933	435	2092	2492	1567	373	2214	1270	1867	711	1481	1696	547	1161	2084	1831	1001	334	407	1113	644	1084	2167
4427	chr16	87445859	87972422	1666	340	719	206	1592	1912	923	186	1716	897	1108	641	1333	1208	546	838	1486	1403	537	174	360	889	483	805	1427
4428	chr16	87972421	88608605	1822	324	722	259	1580	1854	1163	129	1681	951	1284	716	1075	1051	770	919	1513	1600	427	245	323	1017	587	724	1781
4429	chr16	88608604	89125509	1819	481	640	293	2047	2301	1147	187	1704	1128	1463	811	1584	1305	1147	910	1899	1244	571	335	336	1116	689	763	1788
4430	chr16	89125508	89647794	1801	340	707	237	1996	1759	1195	220	2058	1001	1453	713	1147	1226	1137	905	1615	1670	741	306	317	1012	697	704	1984
4431	chr16	89647793	90354753	1853	289	589	177	1633	1638	1023	214	1529	903	1282	543	870	975	700	737	1472	1166	380	200	267	890	337	552	1365
4432	chr17	1	650932	2120	125	722	76	1772	612	1100	340	1834	1237	487	554	483	1080	849	322	541	1615	701	207	325	994	485	756	471
4433	chr17	650931	1183821	2415	130	760	61	1674	531	1091	141	1525	944	355	605	338	1153	833	283	572	1511	577	166	269	967	594	686	542
4434	chr17	1183820	1709146	1918	84	611	88	2063	576	804	160	1707	828	400	682	361	1181	729	326	493	1468	511	208	254	965	468	657	388
4435	chr17	1709145	2225258	2207	137	784	79	1566	630	1118	249	1658	1019	569	646	385	1553	918	379	511	1378	693	299	338	973	545	904	693
4436	chr17	2225257	2746046	1795	136	762	83	1668	711	1058	276	1370	876	604	457	413	1154	763	343	721	1103	750	259	297	837	508	610	694
4437	chr17	2746045	3339505	2217	133	709	93	1948	895	1304	214	2269	1198	630	835	517	1455	1026	385	721	1673	742	291	469	1107	623	897	705
4438	chr17	3339504	3866014	2169	112	863	95	1533	671	864	174	1618	1081	539	584	356	1082	667	359	518	1400	563	242	364	1026	514	703	447
4439	chr17	3866013	4381222	2088	122	790	93	1937	685	1150	235	1892	857	520	656	369	985	802	358	423	1311	662	208	359	1056	504	826	654
4440	chr17	4381221	4901399	2152	121	803	109	2034	1003	1068	251	2285	1266	609	825	341	1129	1103	405	438	1628	758	192	288	1298	735	975	754
4441	chr17	4901398	5426910	2481	110	574	87	1870	773	982	215	1701	999	485	508	393	1091	1085	304	601	1121	546	234	268	1005	447	872	631
4442	chr17	5426909	5946343	2257	135	820	103	1757	906	1276	307	2008	1035	636	611	307	1145	621	297	573	1282	576	295	319	841	534	881	642
4443	chr17	5946342	6459707	2233	146	816	100	2190	917	1153	285	2099	1073	613	657	495	1357	824	356	659	1649	784	287	408	1053	563	676	733
4444	chr17	6459706	6986431	2135	182	854	142	1893	764	1290	339	2218	1005	882	882	794	1383	1217	369	943	2080	743	208	334	1109	720	1016	1071
4445	chr17	6986430	7504970	1756	156	809	86	1469	585	1079	229	1717	1213	446	705	433	1706	881	237	543	1517	772	247	383	1038	591	848	567
4446	chr17	7504969	8019447	2104	129	727	138	1412	858	990	265	1910	1273	623	736	668	1232	1067	487	686	1395	924	204	355	1137	632	916	719
4447	chr17	8019446	8534748	1943	124	757	131	1488	629	1038	216	1538	912	597	542	542	1357	909	316	575	1340	719	225	261	912	466	751	809
4448	chr17	8534747	9048378	2884	163	887	115	2144	943	1467	351	2436	1290	732	722	586	1417	1087	565	708	1788	977	290	447	1355	733	984	741
4449	chr17	9048377	9569254	2248	150	739	118	1682	799	1024	156	1787	912	465	598	444	1440	1009	311	596	1340	741	206	305	1038	401	858	693
4450	chr17	9569253	10084952	2251	126	813	108	1959	693	1181	230	1855	1157	430	599	446	1534	1205	382	596	1237	559	225	362	1046	509	753	870
4451	chr17	10084951	10602166	1713	132	804	99	1514	549	913	256	1633	883	445	680	376	1125	913	347	438	1362	482	234	295	1021	545	787	531
4452	chr17	10602165	11117640	2327	164	753	121	2089	922	1044	327	2294	1332	448	669	485	1556	1073	401	555	1745	906	239	352	1229	551	892	605
4453	chr17	11117639	11630677	2117	149	853	111	1873	709	1143	258	1900	1183	499	796	385	1723	1002	295	486	1634	547	289	333	1049	601	715	632
4454	chr17	11630676	12153650	2118	94	902	85	1889	747	1200	262	2102	1151	552	710	294	1487	942	390	535	1295	659	264	262	996	643	940	639
4455	chr17	12153649	12674189	2186	140	789	76	1880	630	1231	273	2066	1165	609	721	458	1117	1060	373	464	1705	770	298	363	1179	701	1019	639
4456	chr17	12674188	13186519	2094	125	916	107	1689	710	1358	269	1752	1217	624	659	425	1206	1161	355	640	1376	691	243	302	1153	523	855	666
4457	chr17	13186518	13699487	2349	128	1009	64	1859	729	1360	249	1777	1192	544	714	405	1302	1118	338	606	1336	459	249	482	1083	766	926	784
4458	chr17	13699486	14242667	2614	117	747	108	1998	580	1456	200	1640	1278	472	690	471	980	1149	384	492	1608	699	289	352	992	608	935	674
4459	chr17	14242666	14757921	2671	158	827	82	1876	615	1475	173	2159	1021	573	769	485	1466	1368	347	638	1575	646	254	464	1213	716	990	733
4460	chr17	14757920	15273919	2067	127	923	72	2267	834	1425	280	1797	1112	573	832	481	1272	1032	405	670	1447	737	229	335	1130	643	889	603
4461	chr17	15273918	15965410	2181	132	825	94	1824	999	1596	253	1874	967	454	607	435	937	1134	418	512	1630	758	220	316	1082	540	772	654
4462	chr17	15965409	16485221	2108	156	632	128	1823	808	812	313	1572	1045	567	676	462	1195	941	325	546	1251	696	254	322	838	475	801	531
4463	chr17	16485220	17138506	2202	140	780	102	1832	906	1255	236	2200	1067	704	703	606	1049	588	382	727	1437	597	275	346	1047	500	799	693
4464	chr17	17138505	17654458	1615	108	923	132	1846	888	1002	267	2060	1374	673	918	378	1021	748	384	636	1650	816	246	443	1003	706	913	556
4465	chr17	17654457	18168014	1967	203	762	202	1768	1239	1230	301	1656	1293	1269	712	678	1250	928	559	915	1369	518	220	349	1171	619	860	1092
4466	chr17	18168013	19198886	1966	218	593	156	1765	1267	1236	215	1564	1055	856	555	704	1300	819	646	851	1390	611	273	297	1032	598	626	1189
4467	chr17	19198885	19718395	2193	303	684	221	1805	1289	1162	342	1883	1071	965	670	857	1402	1047	642	1081	1346	759	257	384	1089	570	738	1396
4468	chr17	19718394	20266408	1920	222	759	183	1976	1189	1292	191	1889	1082	946	620	763	1303	1123	618	1129	1333	562	236	344	792	509	644	1211
4469	chr17	20266407	21031408	2155	228	719	192	1800	1207	974	233	1739	1017	1146	610	852	1502	810	714	1211	1485	709	239	290	914	692	614	1076
4470	chr17	21031407	21679488	2530	300	952	180	2141	1788	1268	302	2133	1282	1008	696	1037	1567	803	869	1219	1904	723	284	364	1185	653	905	1688
4471	chr17	21679487	25820577	4359	366	1490	343	3982	2157	2187	600	3975	2109	1595	1369	1372	2314	1680	1268	1692	2823	1299	541	643	2216	1179	1533	2279
4472	chr17	25820576	26338965	2198	356	684	235	1926	1623	876	300	1847	1121	1116	644	738	1270	898	827	1435	1728	792	303	344	961	690	709	1419
4473	chr17	26338964	26851771	2433	233	773	180	1972	1431	1333	256	1842	1074	1162	699	807	1088	962	656	1132	1247	663	243	318	1017	513	741	1458
4474	chr17	26851770	27360795	2254	219	656	202	1713	1269	857	252	1846	976	974	603	831	1043	933	541	1227	1308	562	264	372	937	575	733	1134
4475	chr17	27360794	27870686	2010	278	623	184	1723	1436	980	241	1732	996	975	604	804	947	1013	771	1208	1099	616	232	286	1042	481	945	1372
4476	chr17	27870685	28387026	1845	214	727	154	1806	1204	1047	225	1475	992	1052	596	779	1028	945	581	1134	1196	695	216	255	1025	575	791	1077
4477	chr17	28387025	28899909	2228	234	789	140	2061	1577	818	278	1737	1065	928	745	810	1315	968	545	775	1363	646	213	315	1073	489	638	1006
4478	chr17	28899908	29493953	2157	217	621	147	1812	1198	1194	204	1647	978	874	525	877	1492	813	674	953	1204	706	264	279	971	526	681	993
4479	chr17	29493952	30006682	1605	218	711	151	1656	1347	820	266	1538	957	916	659	778	1112	737	619	1104	1109	694	242	266	892	516	716	978
4480	chr17	30006681	30577163	1963	202	705	186	1638	1270	1046	265	1617	1009	975	580	654	1197	738	559	1176	1176	675	234	329	916	501	663	1309
4481	chr17	30577162	31091953	1990	234	689	196	1641	1242	1091	326	1652	1114	763	624	1027	1037	995	530	899	1321	683	220	305	797	481	749	1113
4482	chr17	31091952	31610619	2185	268	846	229	2243	1697	1072	315	1964	1090	1001	756	1032	1403	1242	601	1158	1730	757	310	397	1112	615	805	1272
4483	chr17	31610618	32115703	2605	296	1018	274	2140	1934	1166	240	2731	1627	1287	1008	1134	1636	1325	938	1399	1529	757	388	450	1240	800	1020	1850
4484	chr17	32115702	32643225	2292	267	789	208	1891	1566	1031	222	1748	1008	1054	694	830	1149	1082	642	1057	1607	588	306	436	1190	587	874	1097
4485	chr17	32643224	33145792	2600	323	993	331	2139	1572	1900	292	2784	1311	1376	906	892	1580	1326	990	1401	1993	702	445	472	1179	697	1076	1658
4486	chr17	33145791	33661176	2234	243	859	201	2318	1507	1150	300	2132	1130	1680	634	1017	1517	1068	724	1264	1408	767	293	389	1081	530	828	1448
4487	chr17	33661175	34175624	1849	234	646	158	1635	1034	932	307	1338	943	1271	571	734	1117	788	539	1080	1264	572	318	321	900	464	649	1364
4488	chr17	34175623	35002631	2463	240	717	203	2259	1270	1313	279	1743	1153	1231	760	830	1308	1068	612	832	1587	727	333	380	1112	536	877	1236
4489	chr17	35002630	35506306	2406	299	995	205	1711	2143	1439	344	2439	1498	1790	713	1047	1146	1073	788	1224	1709	691	322	461	1231	710	935	1434
4490	chr17	35506305	36013575	2238	187	673	135	1527	1041	1279	199	1414	799	982	567	653	838	864	541	730	1031	545	175	293	698	482	605	964
4491	chr17	36013574	36680871	2871	262	835	218	2066	1376	1580	377	2232	1057	1665	674	808	1536	1033	705	1289	1686	655	275	328	1097	671	755	1410
4492	chr17	36680870	37193751	2176	203	729	158	1664	1458	1122	192	1744	1001	1311	710	839	1029	992	622	914	1341	635	177	314	1098	550	754	1055
4493	chr17	37193750	37703221	1886	215	641	163	1733	1170	1137	257	1447	938	910	571	890	1280	960	548	950	903	450	205	209	832	498	604	1078
4494	chr17	37703220	38208370	2543	243	731	240	1674	1717	1126	218	1957	1109	1605	816	1180	1548	1068	751	1318	1604	704	295	367	1099	602	817	1387
4495	chr17	38208369	38715906	2395	298	949	174	1866	1483	1221	300	1737	1393	1555	838	974	1286	872	781	1226	1663	628	223	381	1192	684	852	1467
4496	chr17	38715905	39223041	1991	257	773	165	1799	1411	1123	210	1774	1100	1476	718	728	1132	1159	570	924	1431	573	248	567	1251	573	853	1156
4497	chr17	39223040	39752101	1834	225	748	229	2092	1357	1384	331	1664	847	1678	597	932	1134	832	598	1282	1107	434	246	327	1090	496	573	1200
4498	chr17	39752100	40262058	2463	216	641	179	1829	1400	1129	396	1861	1148	1195	764	788	1244	984	560	1494	1559	778	198	315	979	695	855	1229
4499	chr17	40262057	40778950	2239	254	729	234	1682	1521	1410	307	1940	1181	1308	755	985	1454	939	813	1353	1172	813	304	345	929	459	728	1507
4500	chr17	40778949	41291414	2045	276	611	171	1973	1416	1317	320	2192	1015	1213	793	807	1433	970	684	962	1054	706	199	309	1252	618	637	1324
4501	chr17	41291413	41804487	2123	277	751	191	1616	1595	1109	239	2412	1392	1656	704	939	1523	1066	692	1365	1379	725	262	338	1239	488	797	1268
4502	chr17	41804486	42320089	2311	174	738	186	1654	1389	1242	243	1738	1181	1272	637	702	1144	871	584	1116	1190	633	218	339	995	497	889	1104
4503	chr17	42320088	42828803	1966	212	616	205	1670	909	1089	259	1464	1079	1169	498	840	995	890	749	1088	1011	627	253	342	826	558	671	1272
4504	chr17	42828802	43337555	1827	220	773	207	1838	1189	1094	159	1746	1042	1152	667	695	1210	712	615	953	1478	523	198	273	1032	668	648	972
4505	chr17	43337554	43957852	2127	258	623	176	1873	1831	1782	352	1884	1188	1483	715	821	1592	663	623	1180	1570	817	274	409	1057	716	753	1259
4506	chr17	43957851	44878143	1967	242	694	293	1850	1874	1831	297	1516	1162	1374	858	1096	1534	558	709	1435	1358	1025	309	387	1052	558	896	1461
4507	chr17	44878142	45417321	1988	323	781	242	1707	1409	1196	235	2041	1130	1294	765	1195	957	1215	777	1070	1405	812	250	390	1040	578	889	1623
4508	chr17	45417320	45992038	1968	212	739	138	1960	1456	865	264	1841	976	997	649	934	1166	956	674	1135	1115	773	242	331	1085	626	852	1232
4509	chr17	45992037	46497635	1997	240	598	159	1716	1330	1131	224	1999	967	948	620	817	1552	972	657	1021	1239	675	208	286	996	455	819	1277
4510	chr17	46497634	47003219	1921	281	883	299	1703	1696	1179	243	2319	1188	1146	794	940	1328	998	694	1350	1553	618	262	354	1010	558	973	1255
4511	chr17	47003218	47514736	1655	308	794	198	1872	1233	913	286	1528	996	879	659	772	1359	832	628	975	1248	552	295	302	777	367	739	1138
4512	chr17	47514735	48019927	1989	259	1068	182	1759	1317	1198	299	1973	1048	1268	719	923	1099	1021	709	1133	1540	819	315	376	992	618	899	1416
4513	chr17	48019926	48525327	2250	249	898	203	1953	1301	1232	270	2448	1063	1056	613	893	1114	988	642	952	1462	693	277	381	1164	579	946	1231
4514	chr17	48525326	49029400	1802	246	777	188	1721	1409	1325	230	1871	1084	1059	629	804	798	925	652	924	1755	601	208	368	1114	601	728	1140
4515	chr17	49029399	49540390	1877	198	728	213	1717	1561	1128	298	1690	1085	977	674	862	1196	1085	587	1072	1347	727	236	341	998	532	871	1250
4516	chr17	49540389	50049077	2295	312	879	167	2176	1477	1533	355	1983	1174	1153	776	948	1232	973	687	1238	2022	759	246	395	1082	600	907	1176
4517	chr17	50049076	50563774	2402	264	1012	191	1681	1321	1292	278	1890	1056	1031	774	918	1102	1200	658	1061	1503	746	286	329	1060	597	943	1088
4518	chr17	50563773	51072841	2106	261	839	178	1745	1222	1418	218	1879	1050	892	804	971	786	949	686	1014	1248	452	269	321	886	628	876	1143
4519	chr17	51072840	51581931	2513	270	957	187	2042	1524	1351	252	2038	1065	1192	900	964	1400	1038	715	968	1834	656	328	458	1248	640	1054	1466
4520	chr17	51581930	52097402	2318	240	774	176	2045	1249	1126	222	1758	1082	888	713	761	1239	1055	554	994	1675	531	177	307	940	547	715	1200
4521	chr17	52097401	52608373	1997	198	878	184	1750	1121	886	222	1775	1058	918	618	696	923	859	519	977	1248	603	189	311	961	505	968	1212
4522	chr17	52608372	53119670	1897	240	853	195	1891	1346	1299	252	1566	1091	963	706	889	1129	860	636	1030	1738	696	261	325	1101	584	860	1074
4523	chr17	53119669	53631962	2135	230	912	191	1977	1384	1399	324	2017	1312	980	730	813	1069	1009	573	1045	1933	781	223	308	1178	551	825	1308
4524	chr17	53631961	54149484	2097	272	1020	225	1884	1356	1349	304	2144	1017	1081	729	701	1495	1109	742	1138	1427	679	257	368	997	562	899	1258
4525	chr17	54149483	54663642	2557	230	916	230	2077	1675	1310	364	2089	1115	1196	830	950	1288	1242	726	1252	1875	689	265	324	1172	881	937	1360
4526	chr17	54663641	55168919	2400	270	976	223	1801	1445	1073	338	1966	1349	1226	855	964	1234	1350	763	1266	1632	927	249	397	1102	587	791	1693
4527	chr17	55168918	55672696	1989	302	903	222	1809	1357	1523	351	2350	1182	1210	920	1124	1224	1083	729	1230	2033	1005	265	617	1103	659	1052	1460
4528	chr17	55672695	56179063	2235	283	738	179	1688	1581	1456	293	1846	1162	1126	689	1025	1547	1115	872	1353	1514	732	223	494	1007	575	766	1623
4529	chr17	56179062	56687098	2029	265	729	183	1537	1625	1249	220	1531	988	1010	788	865	1310	1107	719	1180	1362	804	221	487	986	614	653	1316
4530	chr17	56687097	57200049	2010	203	756	152	1816	1495	1143	281	1692	1026	901	660	835	1099	975	655	990	1379	472	221	357	988	520	661	1073
4531	chr17	57200048	57732351	1865	277	758	195	1547	1264	1237	326	1555	759	852	650	662	1120	1095	583	827	1381	691	274	404	955	511	762	965
4532	chr17	57732350	58326545	1836	189	604	168	1753	1202	1127	237	1285	805	966	570	661	1065	686	608	880	970	597	207	387	1047	490	795	1182
4533	chr17	58326544	58840769	1666	241	660	150	1876	1142	1041	253	2085	1089	894	665	898	1150	656	656	1033	1608	757	234	395	1075	451	877	940
4534	chr17	58840768	59363614	2238	224	837	215	2102	1258	1262	219	1888	953	1024	635	782	1121	547	647	971	1351	617	212	475	1064	524	752	1177
4535	chr17	59363613	59871106	2086	260	781	162	1715	1367	1196	200	1796	1060	915	684	811	1008	542	699	856	1520	634	214	463	984	439	736	939
4536	chr17	59871105	60423601	1636	183	601	144	1470	973	1014	285	1510	952	731	622	725	972	484	519	992	1132	532	227	348	782	420	554	1206
4537	chr17	60423600	60978167	1732	247	654	176	1570	1329	1343	209	1521	933	930	771	757	1206	545	668	977	1322	719	238	447	1002	581	877	1330
4538	chr17	60978166	61482423	1957	245	712	150	1657	1289	1012	280	2012	1129	995	858	728	993	483	689	1064	1433	696	270	355	1000	585	795	1290
4539	chr17	61482422	62003881	2144	246	711	168	1671	1420	1159	199	1788	992	870	651	684	838	626	579	843	1252	563	260	281	947	433	825	1080
4540	chr17	62003880	62558206	2258	284	749	276	1692	1890	1884	264	1786	1085	1264	763	1035	1290	670	707	1358	1715	799	348	378	1057	580	801	1360
4541	chr17	62558205	63167564	2093	507	534	300	1462	2406	4801	540	1653	1017	1307	555	1551	2843	887	972	1859	1213	2049	646	495	750	519	771	2202
4542	chr17	63167563	63671792	2376	612	977	518	1885	3374	5009	1053	1968	1144	1731	726	2085	4195	1071	1016	2659	1985	2421	643	718	1040	610	792	2559
4543	chr17	63671791	64179265	1931	504	716	327	1903	2594	4980	865	1875	1120	1704	779	1823	3419	900	917	2112	1536	2344	676	645	1142	625	722	2364
4544	chr17	64179264	64690000	2301	494	782	352	1716	2889	6136	903	1963	1041	1448	668	1694	3606	812	965	2143	1447	1972	654	711	1065	541	835	2731
4545	chr17	64689999	65196041	2338	514	756	431	1826	2604	4779	670	1649	1014	1696	663	1718	3819	950	1021	2246	1702	1886	736	610	775	658	840	2435
4546	chr17	65196040	65704365	2040	560	643	367	1963	2734	4616	852	1564	1156	1462	671	1428	3810	1003	1121	2244	1395	2294	710	561	1064	535	603	2584
4547	chr17	65704364	66225101	1729	376	546	329	1643	2215	3898	587	1369	1007	1227	623	1310	2741	773	765	1850	990	1825	586	470	812	501	556	2223
4548	chr17	66225100	66744135	1898	525	872	399	1854	2979	5290	857	1612	1127	1929	622	1829	3406	984	1039	2380	1394	2314	656	573	1081	576	798	2665
4549	chr17	66744134	67260606	2149	500	792	397	2049	2712	4985	838	1916	1195	2002	803	1813	3769	1092	987	2215	1483	2310	704	569	1142	662	863	2523
4550	chr17	67260605	67775354	2313	460	748	328	1649	2553	4545	696	1926	1150	1955	765	1532	3260	1245	826	1985	1697	1729	650	508	1142	585	773	2225
4551	chr17	67775353	68281332	2179	482	813	345	1951	2751	5404	712	2035	1192	2139	834	1790	3318	1233	955	2180	1554	2170	715	571	1038	527	734	2290
4552	chr17	68281331	68797371	2119	563	842	406	2035	2862	4492	923	2040	1251	2284	752	1859	2969	1287	959	2093	1504	2197	907	652	1148	554	835	3037
4553	chr17	68797370	69303953	2368	564	784	358	1834	3287	5029	805	2186	1037	1832	631	1719	3251	571	947	2152	1817	2176	716	581	999	578	805	2218
4554	chr17	69303952	69812486	1950	611	1023	398	1848	2909	5068	931	2252	1206	1858	767	1640	3081	695	1069	2400	1405	1986	600	620	1037	617	881	2579
4555	chr17	69812485	70316820	2461	533	853	407	1790	3225	4741	970	2326	1289	1971	730	1887	3445	590	1058	2100	1557	2012	850	626	1107	694	994	2481
4556	chr17	70316819	70822919	2591	675	900	539	2013	3166	5864	877	2353	1408	2264	732	2025	3447	705	1195	2918	1747	2270	804	704	1188	720	1190	3001
4557	chr17	70822918	71330210	1921	533	773	401	1799	2585	5521	808	1852	961	1924	768	1856	3097	342	1315	2088	1502	2335	841	592	1051	569	585	2491
4558	chr17	71330209	71836800	1901	568	1073	431	1924	3026	4155	718	2140	1328	2030	765	1530	3064	536	1257	2735	1788	2347	775	722	1307	766	958	2518
4559	chr17	71836799	72340361	2265	549	821	329	1953	3014	4899	848	2040	1370	1766	718	1705	3227	505	1118	2703	1657	1897	756	658	1124	579	874	2597
4560	chr17	72340360	72844962	2061	517	842	356	2063	2637	4482	784	2388	1113	1756	677	1722	2969	505	978	2151	1636	1943	796	614	1304	592	828	2179
4561	chr17	72844961	73358479	1838	439	652	312	1666	2652	3853	811	1597	814	1962	766	1477	2824	453	915	1952	1081	1724	672	526	975	419	800	2007
4562	chr17	73358478	73866421	1780	434	590	337	1652	1993	4464	646	1625	1209	1472	617	1321	2739	779	798	1704	1401	1774	624	491	994	463	703	1681
4563	chr17	73866420	74376598	1751	454	700	298	1429	2099	4032	664	1618	1038	1538	593	1492	2893	851	753	1968	1149	1652	631	505	1028	604	578	2072
4564	chr17	74376597	74889285	2413	430	666	309	1805	2441	4438	708	1925	874	1588	653	1631	3640	737	939	2073	1409	1716	649	510	1035	528	905	2551
4565	chr17	74889284	75395734	2534	470	842	374	1926	2902	3996	643	2004	1013	1710	657	1459	3090	973	944	2201	1687	1752	585	584	1057	565	779	2143
4566	chr17	75395733	75904381	2411	374	910	356	2177	2247	5594	829	2325	1296	1895	736	1414	3750	1132	956	2577	1979	1959	761	637	1116	715	952	1781
4567	chr17	75904380	76412291	2043	433	808	379	1788	2654	3907	1109	1640	1137	2168	550	1522	2923	743	1394	2395	1479	1660	836	711	1084	688	710	2011
